Αἰακοῦ	*ai)akou=	Αἰακός	*ai)ako/s	n-s---mg-
Τυνδάρεῳ	*tunda/rew|	Τυνδάρεως	*tunda/rews	n-p---mn-
Τυνδάρεῳ	*tunda/rew|	Τυνδάρεως	*tunda/rews	n-s---md-
Τάνταλον	*ta/ntalon	Τάνταλος	*ta/ntalos	n-s---ma-
Τάφιον	*ta/fion	Τάφιος	*ta/fios	a-s---ma-
Τάφιον	*ta/fion	Τάφιος	*ta/fios	a-s---nn-
Τάφιον	*ta/fion	Τάφιος	*ta/fios	a-s---nv-
Τάφιον	*ta/fion	Τάφιος	*ta/fios	a-s---na-
Τάφιον	*ta/fion	Τάφιος	*ta/fios	n-s---ma-
Τάφιον	*ta/fion	τάφιος	ta/fios	a-s---ma-
Τάφιον	*ta/fion	τάφιος	ta/fios	a-s---nn-
Τάφιον	*ta/fion	τάφιος	ta/fios	a-s---nv-
Τάφιον	*ta/fion	τάφιος	ta/fios	a-s---na-
Τί	*ti/	τίς	ti/s	n-s---nn-
Τί	*ti/	τίς	ti/s	n-s---nv-
Τί	*ti/	τίς	ti/s	n-s---na-
Τί	*ti/	τις	tis	p-s---nn-
Τί	*ti/	τις	tis	p-s---nv-
Τί	*ti/	τις	tis	p-s---na-
Τίς	*ti/s	τίς	ti/s	n-s---mn-
Τίς	*ti/s	τίς	ti/s	n-s---fn-
Τίς	*ti/s	τις	tis	p-s---mn-
Τίς	*ti/s	τις	tis	p-s---fn-
Τύχη	*tu/xh	Τύχη	*tu/xh	n-s---fn-
Τύχη	*tu/xh	Τύχη	*tu/xh	n-s---fv-
Τύχη	*tu/xh	τύχη	tu/xh	n-s---fn-
Τύχη	*tu/xh	τύχη	tu/xh	n-s---fv-
Φερητιάδας	*ferhtia/das	Φερητιάδης	*ferhtia/dhs	n-s---mn-
Φθιώτας	*fqiw/tas	Φθιώτης	*fqiw/ths	n-s---mn-
Φθιώτας	*fqiw/tas	φθιώτης	fqiw/ths	n-p---ma-
Φθιώτας	*fqiw/tas	φθιώτης	fqiw/ths	n-s---mn-
Φθίαν	*fqi/an	Φθία	*fqi/a	n-s---fa-
Φθίαν	*fqi/an	Φθῖος	*fqi=os	a-s---fa-
Φθίαν	*fqi/an	φθία	fqi/a	n-s---fa-
Φθίαν	*fqi/an	φθῖος	fqi=os	a-s---fa-
Φθίας	*fqi/as	Φθία	*fqi/a	n-s---fg-
Φθίας	*fqi/as	Φθῖος	*fqi=os	a-p---fa-
Φθίας	*fqi/as	Φθῖος	*fqi=os	a-s---fg-
Φθίας	*fqi/as	φθία	fqi/a	n-p---fa-
Φθίας	*fqi/as	φθία	fqi/a	n-s---fg-
Φθίας	*fqi/as	φθῖος	fqi=os	a-p---fa-
Φθίας	*fqi/as	φθῖος	fqi=os	a-s---fg-
Φοιβήιον	*foibh/ion	Φοίβειος	*foi/beios	a-s---ma-
Φοιβήιον	*foibh/ion	Φοίβειος	*foi/beios	a-s---nn-
Φοιβήιον	*foibh/ion	Φοίβειος	*foi/beios	a-s---nv-
Φοιβήιον	*foibh/ion	Φοίβειος	*foi/beios	a-s---na-
Φοίβη	*foi/bh	Φοίβη	*foi/bh	n-s---fn-
Φοίβη	*foi/bh	Φοίβη	*foi/bh	n-s---fv-
Φοίβη	*foi/bh	φοίβη	foi/bh	n-s---fn-
Φοίβη	*foi/bh	φοίβη	foi/bh	n-s---fv-
Φοίβη	*foi/bh	φοῖβος	foi=bos	a-s---fn-
Φοίβη	*foi/bh	φοῖβος	foi=bos	a-s---fv-
Φοίβη	*foi/bh	φοιβάω	foiba/w	v2spma---
Φοίβη	*foi/bh	φοιβάω	foiba/w	v2spma---
Φοίβη	*foi/bh	φοιβάω	foiba/w	v3siia---
Φρυγίαν	*frugi/an	Φρύγιος	*fru/gios	a-s---fa-
Φρυγίαν	*frugi/an	Φρυγία	*frugi/a	n-s---fa-
Φρυγίαν	*frugi/an	φρύγιος	fru/gios	a-s---fa-
Φρυγίαν	*frugi/an	φρυγία	frugi/a	n-s---fa-
Φρυγίων	*frugi/wn	Φρύγιος	*fru/gios	a-p---fg-
Φρυγίων	*frugi/wn	Φρύγιος	*fru/gios	a-p---mg-
Φρυγίων	*frugi/wn	Φρύγιος	*fru/gios	a-p---ng-
Φρυγίων	*frugi/wn	Φρύγιος	*fru/gios	n-p---mg-
Φρυγίων	*frugi/wn	Φρύγιος	*fru/gios	n-p---fg-
Φρυγίων	*frugi/wn	Φρύγιος	*fru/gios	n-p---ng-
Φρυγίων	*frugi/wn	φρύγιον	fru/gion	n-p---ng-
Φρυγίων	*frugi/wn	φρύγιος	fru/gios	a-p---fg-
Φρυγίων	*frugi/wn	φρύγιος	fru/gios	a-p---mg-
Φρυγίων	*frugi/wn	φρύγιος	fru/gios	a-p---ng-
Φρυγῶν	*frugw=n	Φρύξ	*fru/c	n-p---mg-
Φρυγῶν	*frugw=n	Φρύξ	*fru/c	n-p---fg-
Φρύγας	*fru/gas	Φρύξ	*fru/c	n-p---ma-
Φρύγας	*fru/gas	Φρύξ	*fru/c	n-p---fa-
Φρύγιος	*fru/gios	Φρύγιος	*fru/gios	a-s---mn-
Φρύγιος	*fru/gios	Φρύγιος	*fru/gios	n-s---mn-
Φρύγιος	*fru/gios	Φρύγιος	*fru/gios	n-s---fn-
Φρύγιος	*fru/gios	φρύγιος	fru/gios	a-s---mn-
Φυλέως	*fule/ws	Φυλεύς	*fuleu/s	n-s---mg-
Φυλέως	*fule/ws	Φυλεύς	*fuleu/s	n-s---mg-
Φυλέως	*fule/ws	Φυλεύς	*fuleu/s	n-s---mn-
Φωκίδος	*fwki/dos	Φωκίς	*fwki/s	n-s---fg-
Φωκίδος	*fwki/dos	φωκίς	fwki/s	n-s---fg-
Φάρσαλον	*fa/rsalon	Φάρσαλος	*fa/rsalos	n-s---ma-
Χαλκίδα	*xalki/da	Χαλκίς	*xalki/s	n-s---fa-
Χαλκίδα	*xalki/da	χαλκίς	xalki/s	n-s---fa-
Χαλκίδος	*xalki/dos	Χαλκίς	*xalki/s	n-s---fg-
Χαλκίδος	*xalki/dos	χαλκίς	xalki/s	n-s---fg-
Χείρων	*xei/rwn	Χείρων	*xei/rwn	n-s---mn-
Χείρων	*xei/rwn	Χείρων	*xei/rwn	n-s---mv-
Χείρων	*xei/rwn	Χείρωνες	*xei/rwnes	n-s---mn-
Χείρων	*xei/rwn	Χείρωνες	*xei/rwnes	n-s---mv-
Χείρων	*xei/rwn	χείρων	xei/rwn	a-s---mn-
Χείρων	*xei/rwn	χείρων	xei/rwn	a-s---fn-
Χείρων	*xei/rwn	χειρόω	xeiro/w	v3piia---
Χείρων	*xei/rwn	χειρόω	xeiro/w	v1siia---
Χείρωνος	*xei/rwnos	Χείρων	*xei/rwn	n-s---mg-
Χείρωνος	*xei/rwnos	Χείρωνες	*xei/rwnes	n-s---mg-
αἰαῖ	ai)ai=	αἰαῖ	ai)ai=	x--------
αἰγιαλοῖς	ai)gialoi=s	αἰγιαλός	ai)gialo/s	n-p---md-
αἰδεῖσθαι	ai)dei=sqai	αἰδέομαι	ai)de/omai	v--pne---
αἰδοίμεθ’	ai)doi/meq'	αἰδέομαι	ai)de/omai	v1ppoe---
αἰδοῦμαι	ai)dou=mai	αἰδέομαι	ai)de/omai	v1spie---
αἰδοῦς	ai)dou=s	αἰδώ	ai)dw/	n-p---fn-
αἰδοῦς	ai)dou=s	αἰδώ	ai)dw/	n-p---fv-
αἰδοῦς	ai)dou=s	αἰδώ	ai)dw/	n-s---fg-
αἰδοῦς	ai)dou=s	αἰδώς	ai)dw/s	n-p---fn-
αἰδοῦς	ai)dou=s	αἰδώς	ai)dw/s	n-p---fv-
αἰδοῦς	ai)dou=s	αἰδώς	ai)dw/s	n-s---fg-
αἰδώς	ai)dw/s	αἰδώς	ai)dw/s	n-s---fn-
αἰδῶ	ai)dw=	αἰδώ	ai)dw/	n-d---fn-
αἰδῶ	ai)dw=	αἰδώ	ai)dw/	n-d---fv-
αἰδῶ	ai)dw=	αἰδώ	ai)dw/	n-d---fa-
αἰδῶ	ai)dw=	αἰδώ	ai)dw/	n-s---fa-
αἰδῶ	ai)dw=	αἰδώς	ai)dw/s	n-d---fn-
αἰδῶ	ai)dw=	αἰδώς	ai)dw/s	n-d---fv-
αἰδῶ	ai)dw=	αἰδώς	ai)dw/s	n-d---fa-
αἰδῶ	ai)dw=	αἰδώς	ai)dw/s	n-s---fa-
αἰεί	ai)ei/	ἀεί	a)ei/	d--------
αἰθέρι	ai)qe/ri	αἰθήρ	ai)qh/r	n-s---md-
αἰθέσθω	ai)qe/sqw	αἴθω	ai)/qw	v3spme---
αἰθήρ	ai)qh/r	αἰθήρ	ai)qh/r	n-s---mn-
αἰνούμενοι	ai)nou/menoi	αἰνέω	ai)ne/w	v-pppemn-
αἰνούμενοι	ai)nou/menoi	αἰνέω	ai)ne/w	v-pppemv-
αἰνοῦντας	ai)nou=ntas	αἰνέω	ai)ne/w	v-pppama-
αἰνέσαι	ai)ne/sai	αἰνέω	ai)ne/w	v--ana---
αἰνέσαι	ai)ne/sai	αἰνέω	ai)ne/w	v3saoa---
αἰνίγμασιν	ai)ni/gmasin	αἴνιγμα	ai)/nigma	n-p---nd-
αἰνῶ	ai)nw=	αἰνέω	ai)ne/w	v1spsa---
αἰνῶ	ai)nw=	αἰνέω	ai)ne/w	v1spia---
αἰνῶ	ai)nw=	αἰνός	ai)no/s	a-s---mg-
αἰνῶ	ai)nw=	αἰνός	ai)no/s	a-s---ng-
αἰνῶσ’	ai)nw=s'	αἰνέω	ai)ne/w	v3ppsa---
αἰσχρόν	ai)sxro/n	αἰσχρός	ai)sxro/s	a-s---ma-
αἰσχρόν	ai)sxro/n	αἰσχρός	ai)sxro/s	a-s---nn-
αἰσχρόν	ai)sxro/n	αἰσχρός	ai)sxro/s	a-s---nv-
αἰσχρόν	ai)sxro/n	αἰσχρός	ai)sxro/s	a-s---na-
αἰσχρόν	ai)sxro/n	αἰσχρός	ai)sxro/s	n-s---ma-
αἰσχρόν	ai)sxro/n	αἰσχρός	ai)sxro/s	n-s---fa-
αἰσχρόν	ai)sxro/n	αἰσχρός	ai)sxro/s	n-s---nn-
αἰσχρόν	ai)sxro/n	αἰσχρός	ai)sxro/s	n-s---nv-
αἰσχρόν	ai)sxro/n	αἰσχρός	ai)sxro/s	n-s---na-
αἰσχρῶς	ai)sxrw=s	αἰσχρός	ai)sxro/s	x--------
αἰσχρῶς	ai)sxrw=s	αἰσχρός	ai)sxro/s	x--------
αἰσχύνομαι	ai)sxu/nomai	αἰσχύνω	ai)sxu/nw	v1sasm---
αἰσχύνομαι	ai)sxu/nomai	αἰσχύνω	ai)sxu/nw	v1spie---
αἰσχύνᾳ	ai)sxu/na|	αἰσχύνη	ai)sxu/nh	n-s---fd-
αἰτεῖν	ai)tei=n	αἰτέω	ai)te/w	v--pna---
αἰῶνα	ai)w=na	αἰών	ai)w/n	n-s---ma-
αἱ	ai(	ὁ	o(	l-p---fn-
αἱ	ai(	ὁ	o(	l-p---fv-
αἱματηρόν	ai(mathro/n	αἱματηρός	ai(mathro/s	a-s---ma-
αἱματηρόν	ai(mathro/n	αἱματηρός	ai(mathro/s	a-s---nn-
αἱματηρόν	ai(mathro/n	αἱματηρός	ai(mathro/s	a-s---nv-
αἱματηρόν	ai(mathro/n	αἱματηρός	ai(mathro/s	a-s---na-
αἱματηρόν	ai(mathro/n	αἱματηρός	ai(mathro/s	n-s---ma-
αἱματηρόν	ai(mathro/n	αἱματηρός	ai(mathro/s	n-s---fa-
αἱματηρόν	ai(mathro/n	αἱματηρός	ai(mathro/s	n-s---nn-
αἱματηρόν	ai(mathro/n	αἱματηρός	ai(mathro/s	n-s---nv-
αἱματηρόν	ai(mathro/n	αἱματηρός	ai(mathro/s	n-s---na-
αἱματορρύτοις	ai(matorru/tois	αἱματόρρυτος	ai(mato/rrutos	n-p---md-
αἱματορρύτοις	ai(matorru/tois	αἱματόρρυτος	ai(mato/rrutos	n-p---fd-
αἱματορρύτοις	ai(matorru/tois	αἱματόρρυτος	ai(mato/rrutos	n-p---nd-
αἱμάσσοντες	ai(ma/ssontes	αἱμάσσω	ai(ma/ssw	v-pppamn-
αἱμάσσοντες	ai(ma/ssontes	αἱμάσσω	ai(ma/ssw	v-pppamv-
αἱρεθείς	ai(reqei/s	αἱρέω	ai(re/w	v-sappmn-
αἱρεθείς	ai(reqei/s	αἱρέω	ai(re/w	v-sappmv-
αἴδεσαί	ai)/desai/	αἰδέομαι	ai)de/omai	v2samm---
αἴρεται	ai)/retai	αἴρω	ai)/rw	v3spie---
αἴσθημά	ai)/sqhma/	αἴσθημα	ai)/sqhma	n-s---nn-
αἴσθημά	ai)/sqhma/	αἴσθημα	ai)/sqhma	n-s---nv-
αἴσθημά	ai)/sqhma/	αἴσθημα	ai)/sqhma	n-s---na-
αἴσιον	ai)/sion	αἴσιος	ai)/sios	a-s---ma-
αἴσιον	ai)/sion	αἴσιος	ai)/sios	a-s---nn-
αἴσιον	ai)/sion	αἴσιος	ai)/sios	a-s---nv-
αἴσιον	ai)/sion	αἴσιος	ai)/sios	a-s---na-
αἴσιον	ai)/sion	αἴσιος	ai)/sios	n-s---ma-
αἴσιον	ai)/sion	αἴσιος	ai)/sios	n-s---fa-
αἴσιον	ai)/sion	αἴσιος	ai)/sios	n-s---nn-
αἴσιον	ai)/sion	αἴσιος	ai)/sios	n-s---nv-
αἴσιον	ai)/sion	αἴσιος	ai)/sios	n-s---na-
αἴσχυν’	ai)/sxun'	αἰσχύνω	ai)sxu/nw	v2spma---
αἴσχυν’	ai)/sxun'	αἰσχύνω	ai)sxu/nw	v2samm---
αἴσχυν’	ai)/sxun'	αἰσχύνω	ai)sxu/nw	v1saia---
αἴσχυν’	ai)/sxun'	αἰσχύνω	ai)sxu/nw	v3saia---
αἴσχυν’	ai)/sxun'	αἰσχύνω	ai)sxu/nw	v3siia---
αἴτιον	ai)/tion	αἴτιος	ai)/tios	a-s---ma-
αἴτιον	ai)/tion	αἴτιος	ai)/tios	a-s---nn-
αἴτιον	ai)/tion	αἴτιος	ai)/tios	a-s---nv-
αἴτιον	ai)/tion	αἴτιος	ai)/tios	a-s---na-
αἴτιον	ai)/tion	αἴτιος	ai)/tios	n-s---ma-
αἴτιον	ai)/tion	αἴτιος	ai)/tios	n-s---fa-
αἴτιον	ai)/tion	αἴτιος	ai)/tios	n-s---nn-
αἴτιον	ai)/tion	αἴτιος	ai)/tios	n-s---nv-
αἴτιον	ai)/tion	αἴτιος	ai)/tios	n-s---na-
αἴτιον	ai)/tion	αἰτέω	ai)te/w	v3piia---
αἴτιον	ai)/tion	αἰτέω	ai)te/w	v1siia---
αἴτιος	ai)/tios	αἴτιος	ai)/tios	a-s---mn-
αἴτιος	ai)/tios	αἴτιος	ai)/tios	n-s---mn-
αἴτιος	ai)/tios	αἴτιος	ai)/tios	n-s---fn-
αἴφνης	ai)/fnhs	αἴφνης	ai)/fnhs	d--------
αἵ	ai(/	ὁ	o(	l-p---fn-
αἵ	ai(/	ὁ	o(	l-p---fv-
αἵ	ai(/	ὅς	o(/s	p-p---fn-
αἵμασι	ai(/masi	αἷμα	ai(=ma	n-p---nd-
αἵματι	ai(/mati	αἷμα	ai(=ma	n-s---nd-
αἵματος	ai(/matos	αἷμα	ai(=ma	n-s---ng-
αἵρεσιν	ai(/resin	αἵρεσις	ai(/resis	n-s---fa-
αἶρε	ai)=re	αἴρω	ai)/rw	v2spma---
αἶρε	ai)=re	αἴρω	ai)/rw	v3siia---
αἷμα	ai(=ma	αἷμα	ai(=ma	n-s---nn-
αἷμα	ai(=ma	αἷμα	ai(=ma	n-s---nv-
αἷμα	ai(=ma	αἷμα	ai(=ma	n-s---na-
αὐδῶ	au)dw=	αὐδάομαι	au)da/omai	v2siie---
αὐδῶ	au)dw=	αὐδάομαι	au)da/omai	v2spme---
αὐδῶ	au)dw=	αὐδάομαι	au)da/omai	v2siie---
αὐδῶ	au)dw=	αὐδάω	au)da/w	v2siie---
αὐδῶ	au)dw=	αὐδάω	au)da/w	v2spme---
αὐδῶ	au)dw=	αὐδάω	au)da/w	v1spsa---
αὐδῶ	au)dw=	αὐδάω	au)da/w	v1spia---
αὐδῶ	au)dw=	αὐδάω	au)da/w	v1spsa---
αὐδῶ	au)dw=	αὐδάω	au)da/w	v1spia---
αὐδῶ	au)dw=	αὐδάω	au)da/w	v2siie---
αὐδῶ	au)dw=	αὐδάζομαι	au)da/zomai	v1sfia---
αὐθένταισιν	au)qe/ntaisin	αὐθέντης	au)qe/nths	n-p---md-
αὐλῶν	au)lw=n	αὐλέω	au)le/w	v-sppamn-
αὐλῶν	au)lw=n	αὐλή	au)lh/	n-p---fg-
αὐλῶν	au)lw=n	αὐλός	au)lo/s	n-p---mg-
αὐταί	au)tai/	αὐτός	au)to/s	n-p---fn-
αὐταί	au)tai/	αὐτός	au)to/s	n-p---fv-
αὐτοί	au)toi/	αὐτός	au)to/s	n-p---mn-
αὐτοί	au)toi/	αὐτός	au)to/s	n-p---mv-
αὐτούς	au)tou/s	αὐτός	au)to/s	n-p---ma-
αὐτοῖς	au)toi=s	αὐτός	au)to/s	n-p---nd-
αὐτοῖς	au)toi=s	αὐτός	au)to/s	n-p---md-
αὐτά	au)ta/	αὐτός	au)to/s	n-p---nn-
αὐτά	au)ta/	αὐτός	au)to/s	n-p---nv-
αὐτά	au)ta/	αὐτός	au)to/s	n-p---na-
αὐτά	au)ta/	αὐτός	au)to/s	n-d---fn-
αὐτά	au)ta/	αὐτός	au)to/s	n-d---fv-
αὐτά	au)ta/	αὐτός	au)to/s	n-d---fa-
αὐτά	au)ta/	αὐτός	au)to/s	n-s---fn-
αὐτά	au)ta/	αὐτός	au)to/s	n-s---fv-
αὐτάς	au)ta/s	αὐτός	au)to/s	n-p---fa-
αὐτίκα	au)ti/ka	αὐτίκα	au)ti/ka	d--------
αὐτίχ’	au)ti/x'	αὐτίκα	au)ti/ka	d--------
αὐτό	au)to/	αὐτός	au)to/s	n-s---nn-
αὐτό	au)to/	αὐτός	au)to/s	n-s---nv-
αὐτό	au)to/	αὐτός	au)to/s	n-s---na-
αὐτόν	au)to/n	αὐτός	au)to/s	n-s---ma-
αὐτός	au)to/s	αὐτός	au)to/s	n-s---mn-
αὐτόχειρ	au)to/xeir	αὐτόχειρ	au)to/xeir	n-s---mn-
αὐτόχειρ	au)to/xeir	αὐτόχειρ	au)to/xeir	n-s---fn-
αὐτῶν	au)tw=n	αὐτός	au)to/s	n-p---ng-
αὐτῶν	au)tw=n	αὐτός	au)to/s	n-p---fg-
αὐτῶν	au)tw=n	αὐτός	au)to/s	n-p---mg-
αὑτοῦ	au(tou=	ἑαυτοῦ	e(autou=	n-s---ng-
αὑτοῦ	au(tou=	ἑαυτοῦ	e(autou=	n-s---mg-
αὑτός	au(to/s	αὐτός	au)to/s	n-s---mn-
αὔξει	au)/cei	αὖξις	au)=cis	n-d---fn-
αὔξει	au)/cei	αὖξις	au)=cis	n-d---fv-
αὔξει	au)/cei	αὖξις	au)=cis	n-d---fa-
αὔξει	au)/cei	αὖξις	au)=cis	n-s---fd-
αὔξει	au)/cei	αὖξις	au)=cis	n-s---fd-
αὔξει	au)/cei	αὐξάνω	au)ca/nw	v2spie---
αὔξει	au)/cei	αὐξάνω	au)ca/nw	v3spia---
αὔξειν	au)/cein	αὐξάνω	au)ca/nw	v--pna---
αὔξουσ’	au)/cous'	αὐξάνω	au)ca/nw	v-sppafn-
αὔξουσ’	au)/cous'	αὐξάνω	au)ca/nw	v-sppafv-
αὔξουσ’	au)/cous'	αὐξάνω	au)ca/nw	v-pppamd-
αὔξουσ’	au)/cous'	αὐξάνω	au)ca/nw	v-pppand-
αὔξουσ’	au)/cous'	αὐξάνω	au)ca/nw	v3ppia---
αὔξουσ’	au)/cous'	αὐξάνω	au)ca/nw	v-pppafn-
αὔξουσ’	au)/cous'	αὐξάνω	au)ca/nw	v-pppafv-
αὔραν	au)/ran	αὔρα	au)/ra	n-s---fa-
αὔχει	au)/xei	αὐχέω	au)xe/w	v3siia---
αὔχει	au)/xei	αὐχέω	au)xe/w	v2spma---
αὔχει	au)/xei	αὐχέω	au)xe/w	v3siia---
αὖ	au)=	αὗ	au(=	x--------
αὖ	au)=	αὖ	au)=	d--------
αὖθις	au)=qis	αὖθις	au)=qis	d--------
αὖτις	au)=tis	αὖθις	au)=qis	d--------
βαλιούς	baliou/s	βαλιός	balio/s	a-p---ma-
βαλιάν	balia/n	βαλιός	balio/s	a-s---fa-
βαλουμέναν	baloume/nan	βάλλω	ba/llw	v-sfpmfa-
βαρβάροις	barba/rois	βάρβαρος	ba/rbaros	n-p---md-
βαρβάροις	barba/rois	βάρβαρος	ba/rbaros	n-p---fd-
βαρβάροις	barba/rois	βάρβαρος	ba/rbaros	n-p---nd-
βαρβάρους	barba/rous	βάρβαρος	ba/rbaros	n-p---ma-
βαρβάρους	barba/rous	βάρβαρος	ba/rbaros	n-p---fa-
βαρβάρους	barba/rous	βαρβαρόομαι	barbaro/omai	v2siia---
βαρβάρους	barba/rous	βαρβαρόω	barbaro/w	v2siia---
βαρβάρων	barba/rwn	βάρβαρος	ba/rbaros	n-p---mg-
βαρβάρων	barba/rwn	βάρβαρος	ba/rbaros	n-p---fg-
βαρβάρων	barba/rwn	βάρβαρος	ba/rbaros	n-p---ng-
βαρβάρων	barba/rwn	βαρβαρόομαι	barbaro/omai	v3piia---
βαρβάρων	barba/rwn	βαρβαρόομαι	barbaro/omai	v1siia---
βαρβάρων	barba/rwn	βαρβαρόω	barbaro/w	v3piia---
βαρβάρων	barba/rwn	βαρβαρόω	barbaro/w	v1siia---
βαρβάρῳ	barba/rw|	βάρβαρος	ba/rbaros	n-s---md-
βαρβάρῳ	barba/rw|	βάρβαρος	ba/rbaros	n-s---fd-
βαρβάρῳ	barba/rw|	βάρβαρος	ba/rbaros	n-s---nd-
βασιλείων	basilei/wn	βασίλειον	basi/leion	n-p---ng-
βασιλείων	basilei/wn	βασίλειος	basi/leios	a-p---fg-
βασιλείων	basilei/wn	βασίλειος	basi/leios	a-p---mg-
βασιλείων	basilei/wn	βασίλειος	basi/leios	a-p---ng-
βασιλείων	basilei/wn	βασίλειος	basi/leios	n-p---mg-
βασιλείων	basilei/wn	βασίλειος	basi/leios	n-p---fg-
βασιλείων	basilei/wn	βασίλειος	basi/leios	n-p---ng-
βασιλείων	basilei/wn	βασιλειάω	basileia/w	v3piia---
βασιλείων	basilei/wn	βασιλειάω	basileia/w	v1siia---
βασιλείων	basilei/wn	βασιλειάω	basileia/w	v3piia---
βασιλείων	basilei/wn	βασιλειάω	basileia/w	v1siia---
βασιλεῖ	basilei=	βασιλεύς	basileu/s	n-s---md-
βασιλεῦ	basileu=	βασιλεύς	basileu/s	n-s---mv-
βασιλέως	basile/ws	βασιλεύς	basileu/s	n-s---mg-
βασιλέως	basile/ws	βασιλεύς	basileu/s	n-s---mg-
βασιλέως	basile/ws	βασιλεύς	basileu/s	n-s---mn-
βασιλίσιν	basili/sin	βασιλίς	basili/s	n-p---fd-
βαστάζεις	basta/zeis	βαστάζω	basta/zw	v2spia---
βασίλειαν	basi/leian	βασίλεια	basi/leia	n-s---fa-
βεβηκότος	bebhko/tos	βαίνω	bai/nw	v-srpamg-
βεβηκότος	bebhko/tos	βαίνω	bai/nw	v-srpang-
βεβούληται	bebou/lhtai	βούλομαι	bou/lomai	v3srie---
βελτίστοις	belti/stois	βέλτιστος	be/ltistos	a-p---md-
βελτίστοις	belti/stois	βέλτιστος	be/ltistos	a-p---nd-
βιαίως	biai/ws	βίαιος	bi/aios	x--------
βιαίως	biai/ws	βίαιος	bi/aios	a-p---ma-
βιαίως	biai/ws	βίαιος	bi/aios	x--------
βιαίως	biai/ws	βίαιος	bi/aios	n-p---ma-
βιαίως	biai/ws	βίαιος	bi/aios	n-p---fa-
βιοτᾶς	biota=s	βιοτή	bioth/	n-s---fg-
βιοτᾷ	biota=|	βιοτή	bioth/	n-s---fd-
βλεφάροισιν	blefa/roisin	βλέφαρον	ble/faron	n-p---nd-
βλέπειν	ble/pein	βλέπω	ble/pw	v--pna---
βλέπεις	ble/peis	βλέπω	ble/pw	v2spia---
βλέπουσαν	ble/pousan	βλέπω	ble/pw	v-sppafa-
βλέπων	ble/pwn	βλέπω	ble/pw	v-sppamn-
βλέφαρα	ble/fara	βλέφαρον	ble/faron	n-p---nn-
βλέφαρα	ble/fara	βλέφαρον	ble/faron	n-p---nv-
βλέφαρα	ble/fara	βλέφαρον	ble/faron	n-p---na-
βλέφαρον	ble/faron	βλέφαρον	ble/faron	n-s---nn-
βλέφαρον	ble/faron	βλέφαρον	ble/faron	n-s---nv-
βλέφαρον	ble/faron	βλέφαρον	ble/faron	n-s---na-
βλέψαντα	ble/yanta	βλέπω	ble/pw	v-papann-
βλέψαντα	ble/yanta	βλέπω	ble/pw	v-papanv-
βλέψαντα	ble/yanta	βλέπω	ble/pw	v-papana-
βλέψαντα	ble/yanta	βλέπω	ble/pw	v-sapama-
βλέψον	ble/yon	βλέπω	ble/pw	v2sama---
βοηθεῖν	bohqei=n	βοηθέω	bohqe/w	v--pna---
βορᾶς	bora=s	βορά	bora/	n-s---fg-
βορᾶς	bora=s	βοράω	bora/w	v2spia---
βορᾶς	bora=s	βοράζω	bora/zw	v2sfia---
βορᾶς	bora=s	βορός	boro/s	a-s---fg-
βουκόλον	bouko/lon	βουκόλος	bouko/los	n-s---ma-
βουκόλος	bouko/los	βουκόλος	bouko/los	n-s---mn-
βουκόλων	bouko/lwn	βούκολος	bou/kolos	n-p---mg-
βουκόλων	bouko/lwn	βουκόλος	bouko/los	n-p---mg-
βουλεύεται	bouleu/etai	βουλεύω	bouleu/w	v3spie---
βουλόμενον	boulo/menon	βούλομαι	bou/lomai	v-sppema-
βουλόμενον	boulo/menon	βούλομαι	bou/lomai	v-sppenn-
βουλόμενον	boulo/menon	βούλομαι	bou/lomai	v-sppenv-
βουλόμενον	boulo/menon	βούλομαι	bou/lomai	v-sppena-
βουλόμεν’	boulo/men'	βούλομαι	bou/lomai	v-pppenn-
βουλόμεν’	boulo/men'	βούλομαι	bou/lomai	v-pppenv-
βουλόμεν’	boulo/men'	βούλομαι	bou/lomai	v-pppena-
βουλόμεν’	boulo/men'	βούλομαι	bou/lomai	v-sppemv-
βουλόμεν’	boulo/men'	βούλομαι	bou/lomai	v-pppefn-
βουλόμεν’	boulo/men'	βούλομαι	bou/lomai	v-pppefv-
βουσί	bousi/	βοῦς	bou=s	n-p---md-
βουσί	bousi/	βοῦς	bou=s	n-p---fd-
βοάσθω	boa/sqw	βοάω	boa/w	v3spme---
βοήν	boh/n	βοή	boh/	n-s---fa-
βούλεσθαι	bou/lesqai	βούλομαι	bou/lomai	v--pne---
βούλεσθαί	bou/lesqai/	βούλομαι	bou/lomai	v--pne---
βούλομαι	bou/lomai	βούλομαι	bou/lomai	v1spie---
βούλομαί	bou/lomai/	βούλομαι	bou/lomai	v1spie---
βούλομ’	bou/lom'	βούλομαι	bou/lomai	v1spie---
βούλῃ	bou/lh|	βούλομαι	bou/lomai	v2spse---
βούλῃ	bou/lh|	βούλομαι	bou/lomai	v2spie---
βούσταθμ’	bou/staqm'	βούσταθμον	bou/staqmon	n-p---nn-
βούσταθμ’	bou/staqm'	βούσταθμον	bou/staqmon	n-p---nv-
βούσταθμ’	bou/staqm'	βούσταθμον	bou/staqmon	n-p---na-
βούσταθμ’	bou/staqm'	βούσταθμον	bou/staqmon	n-s---mv-
βοᾶται	boa=tai	βοάω	boa/w	v3spse---
βοᾶται	boa=tai	βοάω	boa/w	v3spie---
βοᾷ	boa=|	βοάω	boa/w	v2spse---
